brand,year,sales
Saturn,2009,72660
Saturn,2010,6698
Scion,2003,10898
Scion,2004,99259
Scion,2005,156485
Scion,2006,173034
Scion,2007,130181
Scion,2008,113904
Scion,2009,57961
Scion,2010,45678
Scion,2011,49271
Scion,2012,73501
Scion,2013,68321
Scion,2014,58009
Scion,2015,56167
Scion,2016,12027
Scion,2017,51158
Scion,2018,4
Smart,2008,24622
Smart,2009,14595
Smart,2010,5927
Smart,2011,5208
Smart,2012,10009
Smart,2013,9264
Smart,2014,10453
Smart,2015,7484
Smart,2016,6211
Smart,2017,3071
Smart,2018,1276
Smart,2019,680
Sterling,1987,14
Sterling,1988,9
Sterling,1989,6
Sterling,1990,4
Sterling,1991,3
Subaru,1968,332
Subaru,1969,2407
Subaru,1970,5590
Subaru,1971,14162
Subaru,1972,24056
Subaru,1973,37793
Subaru,1974,22980
Subaru,1975,41587
Subaru,1976,48928
Subaru,1977,80826
Subaru,1978,103274
Subaru,1979,127871
Subaru,1980,142968
Subaru,1981,152062
Subaru,1982,150335
Subaru,1983,156840
Subaru,1984,157385
Subaru,1985,178175
Subaru,1986,183242
Subaru,1987,177757
Subaru,1988,155956
Subaru,1989,136112
Subaru,1990,108950
Subaru,1991,105416
Subaru,1992,104940
Subaru,1993,104178
Subaru,1994,99381
Subaru,1995,99768
Subaru,1996,120748
Subaru,1997,133783
Subaru,1998,147833
Subaru,1999,156806
Subaru,2000,172218
Subaru,2001,185944
Subaru,2002,180016
Subaru,2003,186819
Subaru,2004,187402
Subaru,2005,196002
Subaru,2006,200703
Subaru,2007,187208
Subaru,2008,187699
Subaru,2009,216652
Subaru,2010,263820
Subaru,2011,266989
Subaru,2012,336441
Subaru,2013,424683
Subaru,2014,513693
Subaru,2015,582675
Subaru,2016,615132
Subaru,2017,647956
Subaru,2018,680135
Subaru,2019,700117
Suzuki,1985,3145
Suzuki,1986,47337
Suzuki,1987,82042
Suzuki,1988,58429
Suzuki,1989,29691
Suzuki,1990,19809
Suzuki,1991,21334
Suzuki,1992,24923
Suzuki,1993,25558
Suzuki,1994,33905
Suzuki,1995,33256
Suzuki,1996,36710
Suzuki,1997,29273
Suzuki,1998,37608
Suzuki,1999,49888
Suzuki,2000,60845
Suzuki,2001,64698
Suzuki,2002,67855
Suzuki,2003,58438
Suzuki,2004,73946
Suzuki,2005,82101
Suzuki,2006,100990
Suzuki,2007,101884
Suzuki,2008,84865
Suzuki,2009,38689
Suzuki,2010,23994
Suzuki,2011,26618
Suzuki,2012,25357
Suzuki,2013,5432
Tesla,2014,16689
Tesla,2015,25416
Tesla,2016,47644
Tesla,2017,50145
Tesla,2018,191627
Tesla,2019,192250
Toyota,1980,713852
Toyota,1981,711993
Toyota,1982,674554
Toyota,1983,726818
Toyota,1984,822164
Toyota,1985,939794
Toyota,1986,1010229
Toyota,1987,923889
Toyota,1988,935960
Toyota,1989,929051
Toyota,1990,992760
Toyota,1991,939274
Toyota,1992,889331
Toyota,1993,892010
Toyota,1994,1088082
Toyota,1995,1001407
Toyota,1996,1078189
Toyota,1997,1132527
Toyota,1998,1204765
Toyota,1999,1289551
Toyota,2000,1413169
Toyota,2001,1517271
Toyota,2002,1522018
Toyota,2003,1595660
Toyota,2004,1672862
Toyota,2005,1800915
Toyota,2006,2047057
Toyota,2007,2161467
Toyota,2008,1843669
Toyota,2009,1496211
Toyota,2010,1488588
Toyota,2011,1396837
Toyota,2012,1764802
Toyota,2013,1893874
Toyota,2014,2004373
Toyota,2015,2098545
Toyota,2016,2106332
Toyota,2017,2129177
Toyota,2018,2128201
Toyota,2019,2085186
Triumph,1958,16245
Triumph,1959,22922
Triumph,1960,17720
Triumph,1961,11683
Triumph,1962,15967
Triumph,1963,20117
Triumph,1964,21214
Triumph,1965,20347
Triumph,1966,17184
Triumph,1967,15806
Triumph,1968,18600
Triumph,1969,17112
Triumph,1970,14561
Triumph,1971,20563
Triumph,1972,22827
Triumph,1973,21439
Triumph,1974,18396
Triumph,1975,22803
Triumph,1976,28238
Triumph,1977,29258
Triumph,1978,16447
Triumph,1979,12733
Triumph,1980,14939
Triumph,1981,9768
Triumph,1982,0
Volkswagen,1963,277791
Volkswagen,1964,344632
Volkswagen,1965,327639
Volkswagen,1966,378572
Volkswagen,1967,412079
Volkswagen,1968,568607
Volkswagen,1969,533341
Volkswagen,1970,574823
Volkswagen,1971,544106
Volkswagen,1972,515660
Volkswagen,1973,523171
Volkswagen,1974,386624
Volkswagen,1975,318627
Volkswagen,1976,235251
Volkswagen,1977,297160
Volkswagen,1978,280699
Volkswagen,1979,335426
Volkswagen,1980,337587
Volkswagen,1981,329806
Volkswagen,1982,218144
Volkswagen,1983,215452
Volkswagen,1984,249110
Volkswagen,1985,292189
Volkswagen,1986,277491
Volkswagen,1987,232452
Volkswagen,1988,192657
Volkswagen,1989,152906
Volkswagen,1990,155643
Volkswagen,1991,109181
Volkswagen,1992,90510
Volkswagen,1993,62475
Volkswagen,1994,109488
Volkswagen,1995,133024
Volkswagen,1996,163286
Volkswagen,1997,137885
Volkswagen,1998,219679
Volkswagen,1999,315563
Volkswagen,2000,355479
Volkswagen,2001,356405
Volkswagen,2002,338125
Volkswagen,2003,302686
Volkswagen,2004,256111
Volkswagen,2005,224195
Volkswagen,2006,235140
Volkswagen,2007,230572
Volkswagen,2008,223128
Volkswagen,2009,213454
Volkswagen,2010,256830
Volkswagen,2011,324402
Volkswagen,2012,438134
Volkswagen,2013,407704
Volkswagen,2014,366970
Volkswagen,2015,349440
Volkswagen,2016,322948
Volkswagen,2017,339676
Volkswagen,2018,354064
Volkswagen,2019,363322
Volvo,1959,18467
Volvo,1960,13925
Volvo,1961,12788
Volvo,1962,13158
Volvo,1963,14187
Volvo,1964,17325
Volvo,1965,18116
Volvo,1966,25154
Volvo,1967,34397
Volvo,1968,38827
Volvo,1969,36145
Volvo,1970,44513
Volvo,1971,48222
Volvo,1972,57772
Volvo,1973,60761
Volvo,1974,53043
Volvo,1975,60338
Volvo,1976,43887
Volvo,1977,46790
Volvo,1978,50880
Volvo,1979,56602
Volvo,1980,54517
Volvo,1981,64477
Volvo,1982,70827
Volvo,1983,88857
Volvo,1984,99541
Volvo,1985,104267
Volvo,1986,113267
Volvo,1987,106539
Volvo,1988,98497
Volvo,1989,102620
Volvo,1990,89894
Volvo,1991,67767
Volvo,1992,67420
Volvo,1993,72250
Volvo,1994,81680
Volvo,1995,88505
Volvo,1996,88591
Volvo,1997,90895
Volvo,1998,101172
Volvo,1999,116692
Volvo,2000,123178
Volvo,2001,125710
Volvo,2002,110670
Volvo,2003,134586
Volvo,2004,139067
Volvo,2005,123587
Volvo,2006,115807
Volvo,2007,106213
Volvo,2008,73102
Volvo,2009,61435
Volvo,2010,53948
Volvo,2011,67240
Volvo,2012,68117
Volvo,2013,61233
Volvo,2014,56366
Volvo,2015,70047
Volvo,2016,82593
Volvo,2017,81507
Volvo,2018,98263
Volvo,2019,108234
Yugo,1985,3895
Yugo,1986,35910
Yugo,1987,48617
Yugo,1988,31583
Yugo,1989,10391
Yugo,1990,5659
Yugo,1991,2509
Yugo,1992,1311
